Group,Name,Category,Description,ID Tag,Price,Weight,Width,Length,Height,Last inventory date,Expiry Date,Purchase date,Quantity unit,Stock Shortage,Default quantity,Storage 1,Quantity 1,Storage 2,Quantity 2,Storage 3,Quantity 3,Storage 4,Quantity 4,Storage 5,Quantity 5,Supplier 1,Supplier 1 price,Supplier 2,Supplier 2 price,Supplier 3,Supplier 3 price,Supplier 4,Supplier 4 price,Supplier 5,Supplier 5 price,Group property 1,Group property 2,Group property 3,Group property 4,Group property 5,Group property 6,Group property 7,Group property 8,Group property 9,Group property 10,Optimal Quantity,Category (full path),
Sample Group,A1012Y,TRANSISTOR,ECG378,20160229,3,,,,,,,,,1,3,B1D4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1015,TRANSISTOR,ECG290A,20160229,1,,,,,,,,,1,50,B1D4,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1020,TRANSISTOR,,20160229,1,,,,,,,,,1,2,B1D4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1020Y,TRANSISTOR,ECG25,20160229,1,,,,,,,,,1,3,B1D4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1048,TRANSISTOR,,20160229,1,,,,,,,,,1,1,B1D4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A114,TRANSISTOR,ECG2356,20160229,1,,,,,,,,,1,11,B1D1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1220,TRANSISTOR,ECG374,20160229,2,,,,,,,,,1,1,B1D4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1221,TRANSISTOR,,20160229,1,,,,,,,,,1,5,B1D4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A124,TRANSISTOR,ECG2358,20160229,1,,,,,,,,,1,12,B1D1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1241Y,TRANSISTOR,ECG2527,20160229,2,,,,,,,,,1,2,B1D4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1263,TRANSISTOR,ECG37,20160229,8,,,,,,,,,1,1,B1D5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1266,TRANSISTOR,,20160229,1,,,,,,,,,1,15,B1D5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1271,TRANSISTOR,ECG383,20160229,1,,,,,,,,,1,3,B1D5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1273,TRANSISTOR,ECG12,20160229,1,,,,,,,,,1,6,B1D5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1294,TRANSISTOR,NO TIENE ECG,20160229,8,,,,,,,,,1,14,B1D5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1302,TRANSISTOR,ECG2329,20160229,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1306,TRANSISTOR,ECG2577,20160229,5,,,,,,,,,1,23,B1D6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1357,TRANSISTOR,ECG2514,20160229,2,,,,,,,,,1,6,B1D6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1370,TRANSISTOR,ECG2366,20160229,1,,,,,,,,,1,16,B1D6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A143,TRANSISTOR,ECG123AP,20160229,1,,,,,,,,,1,6,B1D1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A144,TRANSISTOR,ECG2360,20160229,1,,,,,,,,,1,10,B1D1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1494,TRANSISTOR,ECG59,20160229,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1516,TRANSISTOR,ECG2329,20160229,8,,,,,,,,,1,3,B1D6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1560,TRANSISTOR,,20160229,1,,,,,,,,,1,1,B1D6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1668,TRANSISTOR,ECG2577,20160229,5,,,,,,,,,1,12,B1D7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1837,TRANSISTOR,ECG2647,20160229,5,,,,,,,,,1,4,B1D7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1941,TRANSISTOR,ECG37,20160229,7,,,,,,,,,1,5,B1D7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A1943,TRANSISTOR,ECG2329,20160229,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A341,TRANSISTOR,,20160229,1,,,,,,,,,1,2,B1D1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A4051,TRANSISTOR,,20160229,6,,,,,,,,,1,2,B1D7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A5218,INTEGRADO,,,8,,,,,,,,,1,10,A2A1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,A564,TRANSISTOR,ECG290A,20160229,1,,,,,,,,,1,3,B1D1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A6053,INTEGRADO,,,12,,,,,,,,,1,4,A2A1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,A614,TRANSISTOR,ECG242,20160229,3,,,,,,,,,1,5,B1D1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A6159,INTEGRADO,,,8,,,,,,,,,1,5,A2A1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,A6252,INTEGRADO,,,12,,,,,,,,,1,3,A2A1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,A6259,INTEGRADO,,,8,,,,,,,,,1,9,A2A1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,A634,TRANSISTOR,ECG187,20160229,3,,,,,,,,,1,8,B1D1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A6351,INTEGRADO,,,6,,,,,,,,,1,3,A2A1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,A643,TRANSISTOR,ECG159,20160229,1,,,,,,,,,1,31,B1D2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A699,TRANSISTOR,NO TIENE ECG,20160229,3,,,,,,,,,1,9,B1D2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A708,TRANSISTOR,ECG129P,20160229,1,,,,,,,,,1,2,B1D2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A733,TRANSISTOR,ECG290A,20160229,1,,,,,,,,,1,34,B1D2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A7675,TRANSISTOR,,20160229,3,,,,,,,,,1,1,B1D7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A7C,TRANSISTOR,,A2A01,3,,,,,,,,,1,7,A2A1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A844,TRANSISTOR,ECG234,20160229,1,,,,,,,,,1,19,B1D2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A893,TRANSISTOR,NO TIENE ECG,20160229,1,,,,,,,,,1,2,B1D2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A928,TRANSISTOR,ECG25,20160229,1,,,,,,,,,1,10,B1D2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A930,TRANSISTOR,ECG234,20160229,1,,,,,,,,,1,1,B1D2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A935,TRANSISTOR,ECG298,20160229,1,,,,,,,,,1,9,B1D2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A940,TRANSISTOR,ECG398,20160229,3,,,,,,,,,1,26,B1D3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A950,TRANSISTOR,ECG290A,20160229,1,,,,,,,,,1,4,B1D3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A966,TRANSISTOR,ECG294,20160229,1,,,,,,,,,1,27,B1D3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A979,TRANSISTOR,NO TIENE ECG,20160229,1,,,,,,,,,1,9,B1D3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,A999,TRANSISTOR,ECG290A,20160229,1,,,,,,,,,1,1,B1D3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,AN6552,INTEGRADO,,,,,,,,,,,,1,1,A2A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,ATML340,INTEGRADO,,,,,,,,,,,,1,1,A2A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,ATML650,INTEGRADO,,,,,,,,,,,,1,0,A2A1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,B1068,TRANSISTOR,ECG12,20160229,1,,,,,,,,,1,32,B1D14,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B1098,TRANSISTOR,ECG2344,20160229,6,,,,,,,,,1,6,B1D14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B1185,TRANSISTOR,ECG2674,20160229,5,,,,,,,,,1,9,B1D14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B1237,TRANSISTOR,ECG21,20160229,2,,,,,,,,,1,8,B1D14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B1240,TRANSISTOR,,20160229,2,,,,,,,,,1,5,B1D14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B1243,TRANSISTOR,NO TIENE ECG,20160229,2,,,,,,,,,1,10,B1D14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B1274,TRANSISTOR,ECG121,20160229,5,,,,,,,,,1,3,B1D15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B1318,TRANSISTOR,NO TIENE ECG,20160229,2,,,,,,,,,1,11,B1D15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B1329,TRANSISTOR,NO TIENE ECG,20160229,3,,,,,,,,,1,7,B1D15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B1340,TRANSISTOR,NO TIENE ECG,20160229,6,,,,,,,,,1,8,B1D15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B1342,TRANSISTOR,ECG262,20160229,4,,,,,,,,,1,16,B1C1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B1370,TRANSISTOR,ECG378,20160229,5,,,,,,,,,1,5,B1C1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B1375,TRANSISTOR,,20160229,5,,,,,,,,,1,1,B1C1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B1566,TRANSISTOR,ECG2674,20160229,5,,,,,,,,,1,19,B1C1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B1624,TRANSISTOR,ECG2686,20160229,9,,,,,,,,,1,4,B1C1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B1686,TRANSISTOR,NO TIENE ECG,20160229,5,,,,,,,,,1,12,B1C1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B492,TRANSISTOR,ECG176,20160229,2,,,,,,,,,1,21,B1D11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B511,TRANSISTOR,ECG187,20160229,3,,,,,,,,,1,1,B1D11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B544,TRANSISTOR,ECG294,20160229,2,,,,,,,,,1,16,B1D11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B560,TRANSISTOR,ECG383,20160229,1,,,,,,,,,1,8,B1D11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B596,TRANSISTOR,ECG242,20160229,3,,,,,,,,,1,12,B1D11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B641-Q,TRANSISTOR,ECG19,20160229,2,,,,,,,,,1,7,B1D11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B642,TRANSISTOR,,20160229,2,,,,,,,,,1,1,B1D11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B649,TRANSISTOR,ECG374,20160229,3,,,,,,,,,1,10,B1D12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B716,TRANSISTOR,NO TIENE ECG,20160229,1,,,,,,,,,1,1,B1D12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B772,TRANSISTOR,ECG185,20160229,2,,,,,,,,,1,11,B1D12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B817,TRANSISTOR,ECG37,20160229,6,,,,,,,,,1,10,B1D12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B824,TRANSISTOR,ECG378,20160229,3,,,,,,,,,1,4,B1D13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B834,TRANSISTOR,ECG153,20160229,3,,,,,,,,,1,10,B1D13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B836,TRANSISTOR,,20160229,4,,,,,,,,,1,10,B1D13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,B892,TRANSISTOR,ECG2364,20160229,2,,,,,,,,,1,6,B1D13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BA05T,TRANSISTOR,NO TIENE ECG,20160229,8,,,,,,,,,1,1,B1C1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BA5417,INTEGRADO,,,6,,,,,,,,,1,2,A2A2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,BC548,TRANSISTOR,ECG123AP,20160229,1,,,,,,,,,1,18,B1C2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BC558,TRANSISTOR,ECG159,20160229,1,,,,,,,,,1,139,B1C2,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BC636,TRANSISTOR,,20160229,1,,,,,,,,,1,1,B1C2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BD135,TRANSISTOR,ECG375,20160229,2,,,,,,,,,1,13,B1C2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BD233,TRANSISTOR,ECG184,20160229,3,,,,,,,,,1,10,B1C2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BD234,TRANSISTOR,ECG185,20160229,4,,,,,,,,,1,10,B1C2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BD237,TRANSISTOR,ECG184,20160229,3,,,,,,,,,1,10,B1C2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BD243,TRANSISTOR,ECG377,20160229,3,,,,,,,,,1,3,B1C3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BD434,TRANSISTOR,,20160229,3,,,,,,,,,1,1,B1C3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BD435,TRANSISTOR,,20160229,3,,,,,,,,,1,2,B1C3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BD677,TRANSISTOR,ECG253,20160229,3,,,,,,,,,1,17,B1C3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BD680,TRANSISTOR,ECG254,20160229,,,,,,,,,,1,0,B1C3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BD681,TRANSISTOR,NO TIENE ECG,20160229,3,,,,,,,,,1,3,B1C3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BDX53C,TRANSISTOR,ECG263,20160229,3,,,,,,,,,1,43,B1C4,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BF324,TRANSISTOR,ECG395,20160229,2,,,,,,,,,1,52,B1C4,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BSC25-5519,FLYBACK,,,45,,,,,,,,,1,1,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,BSC25-N0329,FLYBACK,,,40,,,,,,,,,1,2,A1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,BSC25-T1029,FLYBACK,,,50,,,,,,,,,1,1,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,BSC59J,FLYBACK,,,30,,,,,,,,,1,1,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,BT134,TRANSISTOR,,,2,,,,,,,,,1,9,B1C4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BT136,TRANSISTOR,,,2,,,,,,,,,1,17,A2A3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BT137,TRANSISTOR,,,3,,,,,,,,,1,16,A2A3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BT138,TRANSISTOR,,,2.5,,,,,,,,,1,1,A2A3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BT139,TRANSISTOR,,,3,,,,,,,,,1,4,B1C4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BT151,TRANSISTOR,,,2.5,,,,,,,,,1,13,A2A4,5,B1C5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BT152,TRANSISTOR,,,4,,,,,,,,,1,21,A2A4,11,B1C5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BT169,TRANSISTOR,,,2,,,,,,,,,1,10,A2A4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BTA06,TRANSISTOR,,,,,,,,,,,,1,0,A2A2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BTA08,TRANSISTOR,,,3,,,,,,,,,1,5,A2A2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BTA12,TRANSISTOR,,,4,,,,,,,,,1,1,A2A2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BTA134,TRANSISTOR,,,3,,,,,,,,,1,25,A2A2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BTA16,TRANSISTOR,,,5,,,,,,,,,1,0,A2A2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BTA41-600B,TRANSISTOR,,,13,,,,,,,,,1,4,A2A3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BU1506DX,TRANSISTOR,NO TIENE ECG,20160229,6,,,,,,,,,1,1,B1C6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BU2090,TRANSISTOR,NO TIENE ECG,20160229,20,,,,,,,,,1,2,B1C6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BU2506DF,TRANSISTOR,ECG2331,20160229,10,,,,,,,,,1,1,B1C6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BU2508AF,TRANSISTOR,ECG2354,20160229,8,,,,,,,,,1,1,B1C7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BU2508DF,TRANSISTOR,ECG2353,20160229,8,,,,,,,,,1,1,B1C7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BU2520AX,TRANSISTOR,ECG2354,20160229,8,,,,,,,,,1,3,B1C8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BU2520DF,TRANSISTOR,ECG2353,20160229,9,,,,,,,,,1,2,B1C8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BU2527AX,TRANSISTOR,ECG2365,20160229,9,,,,,,,,,1,3,B1C9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BU2527DF,TRANSISTOR,NO TIENE ECG,20160229,9,,,,,,,,,1,5,B1C9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BU426,TRANSISTOR,ECG2310,20160229,6,,,,,,,,,1,3,B1C6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BU4508DX,TRANSISTOR,,20160229,10,,,,,,,,,1,1,B1C10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BU508D,TRANSISTOR,ECG2318,20160229,7,,,,,,,,,1,5,B1C6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BUH517D,TRANSISTOR,,20160229,8,,,,,,,,,1,4,B1C11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BUK444,TRANSISTOR,ECG2388,20160229,,,,,,,,,,1,0,B1C11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BUK9507,TRANSISTOR,,20160229,,,,,,,,,,1,0,B1C11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BUL312,TRANSISTOR,,,5,,,,,,,,,1,4,A2A4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BUL312FP,TRANSISTOR,,,5,,,,,,,,,1,3,B1C12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BUT11,TRANSISTOR,,20160229,4,,,,,,,,,1,2,B1C12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BUT11APX,TRANSISTOR,ECG2333,20160229,4,,,,,,,,,1,12,B1C12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BUW84,TRANSISTOR,ECG2313,20160229,9,,,,,,,,,1,6,B1C13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BUX84,TRANSISTOR,ECG2313,20160229,3,,,,,,,,,1,9,B1C13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BUZ11,TRANSISTOR,ECG2389,20160229,5,,,,,,,,,1,19,B1C13,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BX6044,TRANSISTOR,,,,,,,,,,,,1,1,A2A5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BX6087,TRANSISTOR,,,,,,,,,,,,1,1,A2A5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,BX7040,TRANSISTOR,,,,,,,,,,,,1,1,A2A5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C1060,TRANSISTOR,NPN MEDIANO 3A 50V 25W 150 °C  ECG152,20160229,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C106D,TRANSISTOR,NPN CHICO 0.05A 30V 0.25W 150 °C,20160229,3,,,,,,,,,1,4,B2D1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C106M,TRANSISTOR,,20160229,3,,,,,,,,,1,8,B2D1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C1096,TRANSISTOR,NPN MEDIANO 3A 40V 10W 150 °C ECG186A,20160229,3,,,,,,,,,1,9,B2D2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C110,TRANSISTOR,NPN CHICO 0.2A 40V 0.75W 150 °C,20160229,1,,,,,,,,,1,3,B2D1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C114,TRANSISTOR,NPN CHICO 0.2A 50V 0.75W 150 °C  ECG128,20160229,1,,,,,,,,,1,16,B2D1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C114Y,TRANSISTOR,,20160229,1,,,,,,,,,1,3,B2D1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
